x_norm,y_norm,w_norm,h_norm,text_length,word_count,is_single_line,has_punctuation,letter_ratio,label
0.4822,0.6643,0.429,0.0461,36,6,1,0,0.7202,0
0.3506,0.5952,0.3494,0.1185,42,7,1,1,0.8921,0
0.4823,0.7495,0.4265,0.0712,72,24,0,1,0.7861,0
0.199,0.7278,0.5539,0.2325,80,20,0,1,0.7081,0
0.3295,0.0592,0.3832,0.0534,2,2,1,0,0.9378,1
0.4103,0.4734,0.4558,0.0828,56,8,0,1,0.6536,0
0.0686,0.0944,0.0539,0.0545,2,2,1,0,0.9705,1
0.1724,0.6763,0.6629,0.1348,96,16,0,1,0.8622,0
0.1863,0.4558,0.8013,0.1172,342,57,0,1,0.8384,0
0.0151,0.6293,0.1386,0.0273,6,3,1,0,0.8899,1
0.0671,0.4669,0.5559,0.2085,312,52,0,1,0.7145,0
0.275,0.2063,0.6124,0.111,9,3,1,1,0.7554,0
0.2576,0.3036,0.3924,0.0677,126,18,0,1,0.7085,0
0.3155,0.0765,0.3164,0.0225,12,1,1,0,0.8474,1
0.2163,0.0612,0.475,0.0216,4,1,1,0,0.8448,1
0.1946,0.0551,0.3638,0.032,3,1,1,0,0.8187,1
0.3683,0.3466,0.3939,0.0732,96,24,0,1,0.9467,0
0.0854,0.2993,0.8422,0.1942,60,10,0,1,0.7906,0
0.3747,0.4411,0.3275,0.0863,95,19,0,0,0.8114,0
0.1375,0.1737,0.7905,0.2317,132,22,0,1,0.9078,0
0.2637,0.9625,0.1737,0.0257,4,1,1,0,0.8771,1
0.6739,0.9618,0.184,0.0218,9,2,1,0,0.8277,1
0.7302,0.0551,0.4578,0.0536,10,1,1,0,0.9483,1
0.5192,0.4507,0.3832,0.0565,28,7,1,0,0.8888,0
0.3856,0.1045,0.2678,0.0352,12,1,1,0,0.8685,1
0.0519,0.308,0.5849,0.1883,240,48,0,1,0.893,0
0.2356,0.0069,0.3276,0.0417,3,2,1,0,0.8536,1
0.5438,0.2328,0.43,0.0691,50,10,0,0,0.7326,0
0.7701,0.0502,0.456,0.0525,11,2,1,0,0.838,1
0.7442,0.0054,0.4603,0.021,11,1,1,0,0.9616,1
0.1177,0.0715,0.2554,0.0401,12,2,1,0,0.9748,1
0.0974,0.8181,0.1469,0.0242,5,1,1,0,0.7978,1
0.8703,0.7756,0.1445,0.0216,3,1,1,0,0.8298,1
0.3984,0.5339,0.524,0.1114,140,20,0,1,0.7482,0
0.732,0.545,0.1108,0.026,2,1,1,0,0.9633,1
0.1342,0.86,0.1147,0.0281,12,3,1,0,0.8679,1
0.5264,0.9776,0.1989,0.0458,9,2,1,0,0.8527,1
0.0832,0.321,0.0816,0.0315,8,3,1,0,0.8445,1
0.2157,0.9567,0.2451,0.0473,5,2,1,0,0.8502,1
0.7914,0.0875,0.1777,0.0518,12,1,1,0,0.8452,1
0.0539,0.6115,0.1341,0.0385,12,3,1,0,0.7968,1
0.7702,0.9072,0.2349,0.0355,4,2,1,0,0.8231,1
0.2382,0.9194,0.0879,0.0404,5,1,1,0,0.7321,1
0.0632,0.6394,0.7812,0.2096,300,60,0,1,0.8704,0
0.3964,0.5249,0.3281,0.0798,100,20,0,1,0.9028,0
0.5312,0.4325,0.4768,0.0776,24,6,1,1,0.6801,0
0.0472,0.7571,0.0696,0.0333,11,3,1,0,0.8766,1
0.4506,0.336,0.3045,0.0607,77,11,0,1,0.8033,0
0.1198,0.6165,0.8689,0.1113,48,12,0,1,0.8662,0
0.5004,0.0527,0.4433,0.0428,4,2,1,0,0.8202,1
0.0755,0.2676,0.6573,0.2353,258,43,0,1,0.8595,0
0.3443,0.6671,0.6206,0.0324,108,18,0,1,0.9255,0
0.7158,0.0542,0.092,0.0242,10,1,1,0,0.8064,1
0.3852,0.5971,0.42,0.0407,100,25,0,1,0.8833,0
0.1992,0.2824,0.6577,0.1378,185,37,0,1,0.907,0
0.1415,0.4776,0.5971,0.2165,270,45,0,1,0.8389,0
0.5166,0.8741,0.0761,0.0338,5,1,1,0,0.9842,1
0.2325,0.4827,0.5537,0.0521,48,16,0,1,0.8331,0
0.205,0.0883,0.0929,0.0224,7,1,1,0,0.8942,1
0.4838,0.2609,0.1005,0.048,4,1,1,0,0.8033,1
0.2514,0.4912,0.6215,0.0991,168,24,0,1,0.7696,0
0.198,0.4568,0.6347,0.111,132,22,0,1,0.6511,0
0.1674,0.741,0.584,0.117,28,4,1,1,0.9045,0
0.2566,0.0418,0.3172,0.021,6,1,1,0,0.9975,1
0.5284,0.353,0.0715,0.0385,8,1,1,0,0.8573,1
0.0247,0.5802,0.0513,0.0382,3,2,1,0,0.8683,1
0.6221,0.0333,0.2681,0.0296,9,1,1,0,0.9427,1
0.3433,0.8112,0.5133,0.0318,161,23,0,0,0.6928,0
0.2487,0.7718,0.3338,0.0809,48,16,0,1,0.7436,0
0.3092,0.1893,0.3296,0.1078,21,7,1,1,0.7516,0
0.0242,0.3275,0.0605,0.0226,9,3,1,0,0.7919,1
0.4397,0.0012,0.1199,0.0472,5,1,1,0,0.8952,1
0.2254,0.3522,0.6387,0.0509,18,6,1,1,0.856,0
0.2581,0.0201,0.1923,0.0538,6,2,1,0,0.9371,1
0.0462,0.8532,0.1313,0.0237,15,1,1,0,0.9667,1
0.0949,0.7392,0.7545,0.1724,90,15,0,1,0.8263,0
0.5548,0.0789,0.063,0.0309,6,2,1,0,0.8702,1
0.161,0.3073,0.7994,0.1644,88,22,0,1,0.8747,0
0.2648,0.0266,0.0929,0.0206,2,1,1,0,0.9286,1
0.8802,0.6309,0.1793,0.0217,5,1,1,0,0.983,1
0.3663,0.2966,0.2705,0.0747,24,4,1,1,0.6643,0
0.2561,0.7538,0.3429,0.0336,20,5,1,0,0.7548,0
0.3643,0.5156,0.5508,0.0441,91,13,0,1,0.7056,0
0.3592,0.0092,0.2717,0.0523,4,1,1,0,0.9185,1
0.0442,0.7993,0.189,0.0289,9,3,1,0,0.8847,1
0.115,0.1948,0.3069,0.056,28,7,1,1,0.7251,0
0.1062,0.3496,0.0683,0.0423,2,1,1,0,0.8513,1
0.5929,0.04,0.1116,0.0238,11,1,1,0,0.8214,1
0.6739,0.9062,0.2164,0.0394,4,2,1,0,0.8805,1
0.7363,0.2854,0.1573,0.0341,7,1,1,0,0.9205,1
0.078,0.3427,0.1319,0.0223,3,1,1,0,0.8691,1
0.0963,0.375,0.0567,0.0226,11,3,1,0,0.757,1
0.1767,0.8404,0.2665,0.0598,15,5,1,1,0.8905,0
0.2926,0.0966,0.4058,0.0206,10,1,1,0,0.891,1
0.0081,0.3255,0.0941,0.0363,6,2,1,0,0.7781,1
0.2349,0.7197,0.1492,0.0378,6,1,1,0,0.8468,1
0.071,0.0764,0.3758,0.031,4,2,1,0,0.8755,1
0.0813,0.2226,0.4496,0.0796,85,17,0,1,0.8813,0
0.8711,0.4276,0.1023,0.0316,3,1,1,0,0.9976,1
0.7866,0.1119,0.4616,0.0248,12,1,1,0,0.9761,1
0.3844,0.2304,0.5995,0.1027,132,22,0,1,0.9393,0
0.0589,0.3974,0.1549,0.0319,15,3,1,0,0.9025,1
0.2705,0.9428,0.1039,0.0241,5,1,1,0,0.8726,1
0.3756,0.7026,0.3997,0.1184,126,18,0,1,0.9004,0
0.4045,0.1121,0.2612,0.0398,4,1,1,0,0.9503,1
0.1547,0.4675,0.7222,0.1669,84,14,0,1,0.778,0
0.7597,0.0995,0.4692,0.0301,3,1,1,0,0.92,1
0.143,0.9081,0.1298,0.0343,7,1,1,0,0.8901,1
0.1289,0.0362,0.1745,0.0222,7,1,1,0,0.8193,1
0.5814,0.2533,0.0662,0.0385,5,1,1,0,0.9087,1
0.2919,0.9326,0.2124,0.0243,9,2,1,0,0.7792,1
0.1876,0.3951,0.5337,0.1613,180,45,0,1,0.7114,0
0.1245,0.352,0.1403,0.0295,15,1,1,0,0.9726,1
0.4019,0.5259,0.262,0.1104,102,17,0,0,0.7872,0
0.6138,0.5444,0.051,0.0386,2,1,1,0,0.819,1
0.2693,0.895,0.0869,0.0402,2,1,1,0,0.9212,1
0.1001,0.3763,0.7458,0.1345,140,28,0,1,0.7397,0
0.4612,0.11,0.4494,0.0209,11,1,1,0,0.9667,1
0.4309,0.9272,0.1123,0.031,5,2,1,0,0.7696,1
0.119,0.5634,0.7656,0.0629,92,23,0,1,0.8261,0
0.0985,0.2432,0.5174,0.1818,188,47,0,1,0.8584,0
0.1973,0.7376,0.1562,0.0497,3,1,1,0,0.8437,1
0.0312,0.0776,0.0941,0.0419,5,1,1,0,0.9021,1
0.1343,0.7408,0.863,0.1381,200,50,0,1,0.7228,0
0.179,0.4686,0.754,0.1721,260,52,0,1,0.851,0
0.8525,0.0627,0.0762,0.046,4,1,1,0,0.9519,1
0.1494,0.0104,0.1384,0.0464,10,2,1,0,0.9115,1
0.1268,0.3533,0.4344,0.102,88,22,0,1,0.9254,0
0.1634,0.0071,0.4175,0.0332,12,1,1,0,0.8471,1
0.2118,0.7951,0.5873,0.0365,100,25,0,1,0.7547,0
0.4384,0.5393,0.1528,0.0326,2,1,1,0,0.9472,1
0.2804,0.3246,0.0864,0.0443,4,1,1,0,0.917,1
0.4726,0.5926,0.2539,0.0981,16,4,1,0,0.7996,0
0.6374,0.9766,0.1083,0.0279,5,2,1,0,0.96,1
0.1061,0.9144,0.1092,0.0251,7,1,1,0,0.9065,1
0.7077,0.9052,0.1441,0.0392,8,1,1,0,0.9426,1
0.6935,0.0728,0.3869,0.0251,11,2,1,0,0.9292,1
0.2747,0.7819,0.6335,0.033,42,14,0,0,0.898,0
0.2335,0.577,0.6063,0.0646,175,25,0,1,0.943,0
0.3217,0.4926,0.3115,0.0864,75,25,0,1,0.7395,0
0.1423,0.5266,0.0818,0.0301,4,2,1,0,0.908,1
0.5821,0.0975,0.2547,0.0219,6,1,1,0,0.8243,1
0.2702,0.0556,0.3494,0.0253,10,1,1,0,0.8492,1
0.1606,0.2907,0.5167,0.1777,105,21,0,1,0.8956,0
0.0657,0.2236,0.1617,0.0356,3,1,1,0,0.7818,1
0.1179,0.8947,0.1164,0.0243,3,3,1,0,0.7656,1
0.6258,0.9312,0.1378,0.0219,10,1,1,0,0.9572,1
0.4234,0.365,0.26,0.1078,80,20,0,1,0.8411,0
0.699,0.9455,0.2371,0.0317,9,1,1,0,0.9881,1
0.6341,0.1024,0.2446,0.0523,8,1,1,0,0.8335,1
0.1464,0.5758,0.8843,0.1624,360,60,0,1,0.7786,0
0.298,0.9567,0.1987,0.0409,5,1,1,0,0.7973,1
0.1781,0.3806,0.7428,0.1209,52,13,0,1,0.7028,0
0.1975,0.6634,0.4107,0.0505,27,9,0,1,0.6915,0
0.2173,0.3885,0.4547,0.1112,30,6,1,1,0.8044,0
0.3874,0.8196,0.3108,0.1036,72,18,0,1,0.6766,0
0.1011,0.6999,0.0632,0.0379,5,1,1,0,0.8989,1
0.2182,0.4895,0.4007,0.0884,44,11,0,1,0.8295,0
0.1429,0.3039,0.4653,0.087,55,11,0,1,0.8222,0
0.483,0.1017,0.4132,0.0492,10,1,1,0,0.9946,1
0.3525,0.1036,0.3034,0.0513,8,1,1,0,0.9832,1
0.4909,0.207,0.1672,0.0398,8,1,1,0,0.9183,1
0.1772,0.2725,0.8989,0.0951,95,19,0,1,0.8042,0
0.1012,0.6145,0.5456,0.0546,72,24,0,1,0.9133,0
0.5384,0.5253,0.4199,0.0711,84,14,0,0,0.9186,0
0.6714,0.3924,0.0891,0.0417,7,1,1,0,0.908,1
0.5808,0.0711,0.1259,0.0432,2,1,1,0,0.9728,1
0.8076,0.3625,0.104,0.034,8,1,1,0,0.9271,1
0.0991,0.2604,0.1215,0.0313,11,3,1,0,0.9303,1
0.5675,0.0602,0.2407,0.0263,3,2,1,0,0.9956,1
0.213,0.2325,0.4047,0.0844,125,25,0,1,0.8537,0
0.0941,0.7953,0.0556,0.0397,14,1,1,0,0.8651,1
0.401,0.934,0.0935,0.036,10,2,1,0,0.9337,1
0.1813,0.0269,0.2234,0.0341,6,1,1,0,0.9843,1
0.2159,0.9446,0.2468,0.0403,4,1,1,0,0.8544,1
0.6401,0.9197,0.0949,0.0274,6,1,1,0,0.8632,1
0.7878,0.1015,0.3667,0.0568,6,1,1,0,0.9899,1
0.7242,0.0327,0.1163,0.0375,5,2,1,0,0.9769,1
0.0527,0.4951,0.7857,0.2276,136,34,0,1,0.8597,0
0.1308,0.0506,0.3571,0.0534,9,1,1,0,0.8693,1
0.2209,0.0919,0.4411,0.0251,12,1,1,0,0.8294,1
0.0807,0.4446,0.0765,0.0397,11,1,1,0,0.9847,1
0.1106,0.1035,0.3677,0.0404,12,2,1,0,0.9083,1
0.1512,0.848,0.53,0.0912,126,21,0,1,0.8278,0
0.1078,0.043,0.4544,0.0394,9,2,1,0,0.9085,1
0.1519,0.6001,0.5147,0.076,77,11,0,1,0.795,0
0.2317,0.0444,0.2852,0.0247,6,2,1,0,0.8607,1
0.612,0.9179,0.2435,0.0479,9,2,1,0,0.7587,1
0.5198,0.6323,0.324,0.1158,42,6,1,1,0.8874,0
0.3724,0.0133,0.2382,0.0504,5,2,1,0,0.9207,1
0.4589,0.6742,0.6498,0.1129,57,19,0,0,0.7489,0
0.2414,0.2806,0.6314,0.0504,132,22,0,0,0.857,0
0.0984,0.4309,0.3543,0.0607,80,20,0,0,0.7409,0
0.0964,0.1836,0.6959,0.0939,252,42,0,1,0.8118,0
0.086,0.432,0.4957,0.056,15,3,1,1,0.8939,0
0.5231,0.6594,0.3762,0.0714,126,21,0,1,0.911,0
0.7719,0.9766,0.1395,0.0481,5,1,1,0,0.7114,1
0.1667,0.9488,0.209,0.0393,8,1,1,0,0.972,1
0.0095,0.7546,0.17,0.0244,15,3,1,0,0.8201,1
0.6778,0.0579,0.2076,0.0423,3,2,1,0,0.9148,1
0.4965,0.9357,0.2428,0.0226,9,2,1,0,0.8373,1
0.0845,0.7735,0.129,0.0302,12,3,1,0,0.8141,1
0.5883,0.9639,0.1681,0.0397,9,2,1,0,0.8857,1
0.1879,0.1711,0.4299,0.0765,39,13,0,0,0.9028,0
0.3417,0.0333,0.207,0.0343,9,1,1,0,0.8054,1
0.3302,0.401,0.548,0.0324,49,7,1,1,0.6722,0
0.0852,0.038,0.0523,0.0323,7,2,1,0,0.8204,1
0.6293,0.0951,0.2096,0.0593,9,1,1,0,0.9244,1
0.1559,0.58,0.856,0.1603,196,49,0,1,0.8212,0
0.7759,0.0746,0.3978,0.0205,11,1,1,0,0.8006,1
0.1356,0.9157,0.1644,0.0491,3,1,1,0,0.8257,1
0.0346,0.3494,0.8054,0.217,138,23,0,1,0.8554,0
0.44,0.4333,0.3075,0.0389,88,22,0,0,0.7171,0
0.1561,0.0353,0.1144,0.0408,11,1,1,0,0.8256,1
0.0083,0.0057,0.0973,0.0329,8,1,1,0,0.834,1
0.3977,0.314,0.3725,0.0862,52,13,0,1,0.9386,0
0.077,0.782,0.3031,0.038,108,18,0,1,0.6601,0
0.0709,0.2027,0.7964,0.1911,125,25,0,1,0.9025,0
0.087,0.1676,0.1511,0.0355,3,3,1,0,0.8551,1
0.4449,0.4791,0.4883,0.111,90,18,0,1,0.8707,0
0.0696,0.0512,0.056,0.0253,7,1,1,0,0.8862,1
0.1609,0.6834,0.8052,0.1409,212,53,0,1,0.7102,0
0.2403,0.5425,0.358,0.0521,161,23,0,1,0.7814,0
0.1023,0.844,0.1771,0.0299,15,3,1,0,0.9421,1
0.3678,0.4687,0.5588,0.0815,70,10,0,0,0.7263,0
0.1928,0.2998,0.6954,0.1399,84,21,0,1,0.7054,0
0.1562,0.9042,0.1115,0.0351,8,2,1,0,0.973,1
0.1274,0.5427,0.6095,0.1972,84,14,0,1,0.8954,0
0.6694,0.0751,0.0573,0.0572,4,2,1,0,0.8913,1
0.5117,0.6641,0.5826,0.1009,72,12,0,0,0.914,0
0.3481,0.9544,0.1623,0.0432,8,1,1,0,0.8695,1
0.0552,0.7643,0.2859,0.0986,140,20,0,0,0.8084,0
0.0023,0.1936,0.167,0.0217,13,2,1,0,0.7577,1
0.4104,0.4861,0.3162,0.0667,40,8,0,1,0.8094,0
0.2925,0.3912,0.4858,0.0943,60,15,0,1,0.8582,0
0.1546,0.2892,0.2535,0.0783,115,23,0,0,0.6845,0
0.0713,0.4899,0.7573,0.0605,190,38,0,1,0.9109,0
0.6709,0.0525,0.2033,0.0508,11,2,1,0,0.9938,1
0.1111,0.7508,0.4373,0.0846,60,20,0,1,0.7225,0
0.0954,0.4594,0.0537,0.0355,7,1,1,0,0.9574,1
0.7454,0.9105,0.0897,0.0462,5,1,1,0,0.9737,1
0.1841,0.6146,0.7063,0.0862,306,51,0,1,0.9163,0
0.1064,0.6236,0.1086,0.0367,15,3,1,0,0.8525,1
0.0782,0.4158,0.7097,0.1132,140,35,0,1,0.9083,0
0.4822,0.934,0.1877,0.0326,5,1,1,0,0.818,1
0.0956,0.5475,0.5533,0.0585,110,22,0,1,0.7875,0
0.6116,0.0202,0.2703,0.0505,3,1,1,0,0.9229,1
0.0487,0.5254,0.544,0.224,124,31,0,1,0.8749,0
0.0992,0.1886,0.7792,0.1987,145,29,0,1,0.884,0
0.4792,0.6531,0.4166,0.0959,147,21,0,1,0.7824,0
0.03,0.3559,0.8309,0.0738,90,18,0,1,0.8571,0
0.1614,0.1548,0.4325,0.0643,60,15,0,0,0.9493,0
0.1282,0.2056,0.7077,0.2485,96,16,0,1,0.781,0
0.5743,0.0265,0.0559,0.0568,12,2,1,0,0.9857,1
0.3732,0.9034,0.172,0.0367,5,1,1,0,0.8679,1
0.0076,0.0153,0.2811,0.0262,4,1,1,0,0.8758,1
0.0368,0.819,0.1452,0.0309,7,3,1,0,0.9666,1
0.3071,0.6227,0.3096,0.1003,102,17,0,1,0.9496,0
0.2468,0.6278,0.6464,0.0671,105,21,0,0,0.7649,0
0.0176,0.0589,0.0831,0.0584,3,1,1,0,0.9375,1
0.1284,0.4128,0.3709,0.1071,75,25,0,1,0.8863,0
0.5043,0.0009,0.3709,0.0592,9,2,1,0,0.8074,1
0.0565,0.2027,0.7935,0.179,250,50,0,1,0.7155,0
0.424,0.599,0.0663,0.039,7,1,1,0,0.9397,1
0.6878,0.0566,0.3134,0.0281,11,2,1,0,0.8102,1
0.29,0.497,0.3424,0.0969,84,21,0,0,0.8609,0
0.216,0.5335,0.3924,0.0789,24,8,0,1,0.689,0
0.188,0.6098,0.5977,0.1894,306,51,0,1,0.8887,0
0.2863,0.0735,0.111,0.0395,3,1,1,0,0.8235,1
0.8102,0.4277,0.0948,0.0276,5,1,1,0,0.9004,1
0.1127,0.6699,0.0646,0.0332,3,2,1,0,0.7504,1
0.0776,0.8621,0.1221,0.024,12,1,1,0,0.897,1
0.5029,0.4064,0.4908,0.0375,70,10,0,1,0.7395,0
0.1089,0.7387,0.0765,0.0352,7,3,1,0,0.966,1
0.1923,0.7174,0.783,0.0667,144,24,0,1,0.8383,0
0.643,0.8296,0.1788,0.0472,7,1,1,0,0.9274,1
0.7127,0.0904,0.2224,0.048,4,1,1,0,0.9141,1
0.1524,0.501,0.7619,0.2457,192,48,0,1,0.9068,0
0.2521,0.1328,0.1708,0.0374,3,1,1,0,0.8917,1
0.3548,0.543,0.3109,0.089,35,7,1,1,0.7499,0
0.0597,0.9125,0.2488,0.0381,4,1,1,0,0.9592,1
0.45,0.9652,0.2335,0.046,9,1,1,0,0.8748,1
0.4199,0.9162,0.2481,0.0464,3,2,1,0,0.9247,1
0.7572,0.055,0.4098,0.0524,2,1,1,0,0.8908,1
0.1113,0.9455,0.2159,0.039,8,2,1,0,0.7389,1
0.5287,0.5385,0.4554,0.0988,126,21,0,1,0.8499,0
0.3089,0.9651,0.2056,0.0356,10,1,1,0,0.7816,1
0.5453,0.2197,0.5668,0.0928,30,6,1,1,0.822,0
0.5502,0.0642,0.2714,0.0502,6,1,1,0,0.9532,1
0.4467,0.6295,0.5099,0.1079,42,7,1,1,0.7607,0
0.1817,0.7885,0.4926,0.0755,25,5,1,0,0.667,0
0.1034,0.6594,0.1937,0.0252,6,2,1,0,0.9478,1
0.0499,0.8677,0.1333,0.0383,9,1,1,0,0.9308,1
0.6748,0.0765,0.3221,0.05,4,2,1,0,0.8514,1
0.4888,0.0748,0.1079,0.0239,7,2,1,0,0.9116,1
0.2679,0.6231,0.4825,0.0588,51,17,0,1,0.9133,0
0.3156,0.0048,0.3848,0.056,4,1,1,0,0.9897,1
0.6385,0.8316,0.1139,0.0395,3,1,1,0,0.897,1
0.317,0.0493,0.2689,0.0219,10,1,1,0,0.9826,1
0.8299,0.2075,0.0656,0.0287,2,1,1,0,0.9158,1
0.6919,0.0927,0.4212,0.02,10,2,1,0,0.8826,1
0.1078,0.7242,0.0992,0.0357,5,3,1,0,0.9931,1
0.1036,0.7451,0.1047,0.0348,8,3,1,0,0.9067,1
0.3117,0.8289,0.1021,0.0367,8,1,1,0,0.8082,1
0.1944,0.6037,0.5377,0.0877,270,54,0,1,0.7437,0
0.4835,0.3554,0.6381,0.0445,96,16,0,0,0.7154,0
0.2243,0.1853,0.1313,0.0499,5,1,1,0,0.9506,1
0.1061,0.7531,0.1048,0.0221,4,1,1,0,0.8287,1
0.4951,0.6421,0.3753,0.0517,132,22,0,0,0.9477,0
0.3086,0.3968,0.5947,0.1096,42,7,1,0,0.6532,0
0.1584,0.0145,0.2025,0.0291,9,2,1,0,0.9119,1
0.5064,0.1881,0.372,0.1196,50,10,0,1,0.8365,0
0.5532,0.9492,0.063,0.0287,4,1,1,0,0.8137,1
0.1248,0.2067,0.0665,0.0224,10,1,1,0,0.9982,1
0.0976,0.8245,0.078,0.031,13,1,1,0,0.8471,1
0.2337,0.815,0.5475,0.1139,36,12,0,0,0.8271,0
0.3902,0.3198,0.3294,0.0973,24,8,0,1,0.7859,0
0.0666,0.5633,0.5995,0.111,20,5,1,1,0.8524,0
0.0891,0.6582,0.3732,0.1079,42,6,1,1,0.6994,0
0.1623,0.5661,0.6766,0.0921,96,24,0,1,0.8993,0
0.3933,0.1198,0.0973,0.0375,12,1,1,0,0.8238,1
0.7855,0.0834,0.3199,0.0332,11,2,1,0,0.9232,1
0.1133,0.4077,0.6746,0.1975,348,58,0,1,0.7131,0
0.217,0.0322,0.18,0.0405,7,2,1,0,0.9814,1
0.7481,0.6237,0.0592,0.0217,5,1,1,0,0.8986,1
0.0805,0.6985,0.6741,0.2436,342,57,0,1,0.8335,0
0.301,0.0637,0.2541,0.0263,6,2,1,0,0.9554,1
0.3951,0.0692,0.3874,0.0516,10,2,1,0,0.9363,1
0.1278,0.1559,0.8458,0.2487,126,21,0,1,0.915,0
0.5106,0.7065,0.5407,0.0804,57,19,0,1,0.8027,0
0.1915,0.3562,0.6936,0.1884,188,47,0,1,0.8813,0
0.5452,0.8449,0.3469,0.0862,48,8,0,1,0.9366,0
0.5256,0.9632,0.1488,0.0382,6,2,1,0,0.9105,1
0.696,0.9378,0.2225,0.0391,5,2,1,0,0.8748,1
0.0691,0.4491,0.8518,0.174,240,60,0,1,0.7876,0
0.0474,0.9544,0.167,0.043,7,1,1,0,0.7408,1
0.1363,0.7195,0.1152,0.031,15,3,1,0,0.7718,1
0.5592,0.9666,0.23,0.0311,4,1,1,0,0.9064,1
0.2751,0.1049,0.0509,0.0271,8,1,1,0,0.8878,1
0.0767,0.0826,0.311,0.0529,2,1,1,0,0.9036,1
0.0312,0.2573,0.8655,0.1854,255,51,0,1,0.7716,0
0.4984,0.4078,0.3388,0.0734,126,21,0,1,0.6768,0
0.0539,0.7793,0.1256,0.0291,5,3,1,0,0.9124,1
0.4842,0.4627,0.4215,0.0908,42,14,0,1,0.6683,0
0.0196,0.7785,0.0713,0.027,11,2,1,0,0.7677,1
0.5387,0.3808,0.5733,0.1123,161,23,0,1,0.8124,0
0.5259,0.0019,0.4406,0.0576,11,1,1,0,0.9445,1
0.3192,0.2029,0.2538,0.053,36,12,0,0,0.7238,0
0.0751,0.3299,0.6347,0.2467,88,22,0,1,0.8366,0
0.4827,0.2632,0.2549,0.052,75,15,0,1,0.678,0
0.3195,0.9758,0.217,0.0213,3,1,1,0,0.9374,1
0.0552,0.3441,0.5584,0.1411,80,20,0,1,0.8627,0
0.1637,0.2999,0.6742,0.2061,300,50,0,1,0.8402,0
0.7769,0.9798,0.211,0.0209,5,2,1,0,0.9885,1
0.4937,0.7989,0.5857,0.0975,35,7,1,1,0.8835,0
0.1207,0.047,0.0865,0.0547,3,2,1,0,0.8974,1
0.1733,0.4823,0.6323,0.1594,232,58,0,1,0.7721,0
0.007,0.7203,0.1224,0.0204,3,1,1,0,0.9448,1
0.0479,0.0872,0.1403,0.0385,5,1,1,0,0.9493,1
0.1082,0.3858,0.1793,0.0349,7,1,1,0,0.8825,1
0.5435,0.9552,0.1306,0.0221,5,1,1,0,0.9366,1
0.2049,0.0298,0.3827,0.0476,12,1,1,0,0.8457,1
0.4235,0.598,0.2657,0.117,18,6,1,1,0.9418,0
0.1689,0.5149,0.5065,0.0614,120,30,0,1,0.8299,0
0.1504,0.3451,0.6583,0.1171,184,46,0,1,0.8627,0
0.0436,0.5258,0.7894,0.1574,270,45,0,1,0.8658,0
0.5071,0.9773,0.1325,0.0318,8,2,1,0,0.8403,1
0.5225,0.5094,0.5136,0.0862,78,13,0,1,0.9243,0
0.2465,0.5589,0.6442,0.0954,33,11,0,0,0.7405,0
0.086,0.171,0.2656,0.0375,70,14,0,0,0.7625,0
0.1575,0.4794,0.7336,0.2144,224,56,0,1,0.9197,0
0.1035,0.3568,0.0612,0.0234,3,3,1,0,0.7872,1
0.5276,0.0493,0.3561,0.0377,5,1,1,0,0.8414,1
0.0322,0.4879,0.1843,0.0227,15,2,1,0,0.9345,1
0.2939,0.0784,0.104,0.0233,9,1,1,0,0.8046,1
0.4506,0.0824,0.3405,0.0226,2,2,1,0,0.9143,1
0.0957,0.4195,0.4784,0.0629,30,10,0,0,0.8309,0
0.2616,0.7432,0.4391,0.1016,60,15,0,1,0.895,0
0.1434,0.6874,0.8104,0.2388,60,12,0,1,0.7356,0
0.0342,0.0449,0.097,0.032,4,1,1,0,0.8589,1
0.5487,0.5648,0.6276,0.0539,56,14,0,1,0.8734,0
0.1103,0.3695,0.6407,0.1259,55,11,0,1,0.909,0
0.4803,0.0975,0.3094,0.0391,9,1,1,0,0.8301,1
0.1111,0.649,0.3256,0.112,112,16,0,0,0.9205,0
0.4344,0.2581,0.4806,0.0897,140,20,0,0,0.9443,0
0.3179,0.5257,0.54,0.0799,65,13,0,1,0.8682,0
0.3366,0.9253,0.1357,0.0353,9,1,1,0,0.999,1
0.0773,0.7121,0.1703,0.0382,6,2,1,0,0.9523,1
0.7183,0.9501,0.1973,0.0336,5,2,1,0,0.7422,1
0.4288,0.6198,0.5389,0.0543,63,21,0,1,0.7956,0
0.574,0.0452,0.3812,0.0353,12,2,1,0,0.9617,1
0.3313,0.9205,0.1595,0.0404,9,1,1,0,0.8212,1
0.6084,0.0562,0.3718,0.0387,8,1,1,0,0.8854,1
0.324,0.3298,0.649,0.0552,161,23,0,1,0.7554,0
0.3464,0.764,0.3565,0.1132,15,3,1,1,0.7304,0
0.0908,0.8134,0.0932,0.0285,13,1,1,0,0.7726,1
0.1139,0.6969,0.1492,0.0235,14,1,1,0,0.9131,1
0.015,0.8074,0.171,0.0247,14,1,1,0,0.8616,1
0.2117,0.6093,0.3524,0.0395,60,10,0,1,0.7884,0
0.4958,0.6703,0.6225,0.1185,112,16,0,1,0.7109,0
0.199,0.4919,0.7573,0.0725,96,24,0,1,0.8325,0
0.0736,0.5583,0.7034,0.144,140,28,0,1,0.7398,0
0.2235,0.0852,0.2334,0.0245,9,1,1,0,0.9139,1
0.5442,0.0792,0.3353,0.0481,3,1,1,0,0.9612,1
